brand,model,year,selling_price,categoria_precio
Mahindra,KUV 100 D75 K6 Plus,2017-01-01,380000,Medio
Maruti,Eeco 5 Seater Standard BSIV,2019-01-01,380000,Medio
Hyundai,i20 Sportz 1.2,2013-01-01,380000,Medio
Tata,Zest Revotron 1.2T XE,2016-01-01,380000,Medio
Maruti,Alto K10 VXI Airbag,2018-01-01,380000,Medio
Maruti,Swift Dzire VDI,2014-01-01,380000,Medio
Maruti,Alto K10 VXI,2018-01-01,380000,Medio
Volkswagen,Vento Magnific 1.6 Highline,2013-01-01,380000,Medio
Chevrolet,Cruze LT,2012-01-01,380000,Medio
Maruti,Ritz LDi,2016-01-01,380000,Medio
Tata,Safari DICOR 2.2 EX 4x2,2013-01-01,380000,Medio
Maruti,Alto K10 VXI,2018-01-01,380000,Medio
Honda,City E,2013-01-01,380000,Medio
Maruti,Celerio VXI,2016-01-01,380000,Medio
Ford,Fiesta Diesel Style,2013-01-01,380000,Medio
Datsun,GO Plus T BSIV,2015-01-01,380000,Medio
Maruti,Wagon R VXI Plus Optional,2017-01-01,380000,Medio
Maruti,Wagon R VXI Plus Optional,2017-01-01,380000,Medio
Mahindra,Xylo E8,2010-01-01,380000,Medio
Tata,Zest Revotron 1.2 XT,2015-01-01,380000,Medio
Mahindra,Scorpio VLS AT 2.2 mHAWK,2010-01-01,380000,Medio
Volkswagen,Vento 1.6 Highline,2012-01-01,377000,Medio
Maruti,Wagon R VXI BS IV,2016-01-01,375000,Medio
Maruti,Wagon R VXI,2016-01-01,375000,Medio
Maruti,Alto K10 VXI AGS,2017-01-01,375000,Medio
Hyundai,Xcent 1.2 Kappa S,2015-01-01,375000,Medio
Tata,Bolt Revotron XM,2015-01-01,375000,Medio
Maruti,Swift Dzire VDi,2011-01-01,375000,Medio
Hyundai,i20 1.2 Sportz,2013-01-01,375000,Medio
Hyundai,i10 Sportz 1.1L,2017-01-01,375000,Medio
Renault,KWID RXL,2019-01-01,375000,Medio
Volkswagen,Polo Petrol Comfortline 1.2L,2012-01-01,375000,Medio
Datsun,GO Plus T Option BSIV,2017-01-01,375000,Medio
Maruti,Swift Dzire LXI,2015-01-01,375000,Medio
Maruti,Alto K10 VXI AGS,2017-01-01,375000,Medio
Chevrolet,Sail LS ABS,2014-01-01,375000,Medio
Hyundai,i20 1.2 Asta,2011-01-01,375000,Medio
Hyundai,Xcent 1.2 Kappa S,2015-01-01,375000,Medio
Hyundai,Grand i10 Sportz,2016-01-01,375000,Medio
Datsun,RediGO 1.0 T Option,2018-01-01,375000,Medio
Hyundai,Xcent 1.1 CRDi Base,2015-01-01,375000,Medio
Hyundai,Grand i10 Sportz,2017-01-01,375000,Medio
Renault,Duster 85PS Diesel RxL Optional,2012-01-01,375000,Medio
Honda,Brio S MT,2015-01-01,371000,Medio
Hyundai,i20 Asta 1.4 CRDi,2014-01-01,370000,Medio
Maruti,Swift Dzire VXi,2010-01-01,370000,Medio
Mahindra,Scorpio 2.6 Turbo 9 Str,2007-01-01,370000,Medio
Maruti,Swift VXI,2012-01-01,370000,Medio
Renault,Duster 110PS Diesel RxZ Plus,2012-01-01,370000,Medio
Maruti,Wagon R AMT VXI Option,2018-01-01,370000,Medio
Hyundai,Verna 1.6 VTVT,2013-01-01,370000,Medio
Mahindra,KUV 100 mFALCON G80 K8 5str,2016-01-01,370000,Medio
Maruti,Swift VXI,2013-01-01,370000,Medio
Tata,Tiago 1.2 Revotron XT,2017-01-01,370000,Medio
Maruti,Celerio ZXI Optional AMT BSIV,2017-01-01,370000,Medio
Maruti,Wagon R VXI BS IV,2015-01-01,370000,Medio
Renault,Scala Diesel RxL,2015-01-01,370000,Medio
Hyundai,Verna Transform SX VTVT,2011-01-01,370000,Medio
Maruti,Swift VXI,2013-01-01,370000,Medio
Maruti,Swift VDI BSIV,2014-01-01,370000,Medio
Mahindra,KUV 100 mFALCON G80 K8 5str,2016-01-01,370000,Medio
Maruti,Swift VDI,2013-01-01,370000,Medio
Honda,Amaze E i-DTEC,2017-01-01,370000,Medio
Renault,KWID 1.0 RXT Optional,2018-01-01,370000,Medio
Renault,Scala Diesel RxL,2015-01-01,370000,Medio
Maruti,Swift Dzire 1.2 Vxi BSIV,2012-01-01,368000,Medio
Maruti,Swift Dzire 1.2 Vxi BSIV,2012-01-01,368000,Medio
Maruti,Celerio Green VXI,2017-01-01,365000,Medio
Maruti,Celerio Green VXI,2017-01-01,365000,Medio
Maruti,Celerio Green VXI,2017-01-01,365000,Medio
Maruti,Swift ZDi,2013-01-01,365000,Medio
Maruti,Swift VDI,2013-01-01,365000,Medio
Mahindra,Quanto C8,2013-01-01,365000,Medio
Maruti,Swift VDI,2013-01-01,365000,Medio
Renault,Scala RxL,2013-01-01,365000,Medio
Maruti,Wagon R VXI BS IV,2015-01-01,365000,Medio
Nissan,Micra XL,2013-01-01,363000,Medio
Skoda,Laura 1.9 TDI MT Ambiente,2010-01-01,360000,Medio
Tata,Safari Storme VX,2013-01-01,360000,Medio
Tata,Tiago 1.2 Revotron XZ,2018-01-01,360000,Medio
Hyundai,EON Magna Plus,2018-01-01,360000,Medio
Mahindra,Scorpio VLX 2WD ABS AT BSIII,2009-01-01,360000,Medio
Renault,KWID RXT,2018-01-01,360000,Medio
Hyundai,i20 Asta 1.4 CRDi,2013-01-01,360000,Medio
Maruti,Wagon R VXI,2016-01-01,360000,Medio
Hyundai,EON Magna Plus,2018-01-01,360000,Medio
Maruti,Swift VXI Optional,2016-01-01,360000,Medio
Renault,KWID 1.0 RXT Optional,2018-01-01,360000,Medio
Tata,Tiago 1.2 Revotron XZ,2018-01-01,360000,Medio
Honda,Amaze E i-Vtech,2015-01-01,360000,Medio
Skoda,Rapid 1.5 TDI Ambition,2014-01-01,360000,Medio
Renault,KWID RXT,2018-01-01,360000,Medio
Tata,Aria Pleasure 4x2,2012-01-01,360000,Medio
Maruti,Swift Dzire VDI,2013-01-01,360000,Medio
Maruti,Swift Dzire ZXI,2013-01-01,360000,Medio
Chevrolet,Cruze LTZ AT,2012-01-01,359000,Medio
Hyundai,i10 Magna,2014-01-01,355000,Medio
Skoda,Superb Elegance 2.0 TDI CR AT,2009-01-01,355000,Medio
Skoda,Superb Elegance 2.0 TDI CR AT,2009-01-01,355000,Medio
Renault,KWID AMT,2017-01-01,355000,Medio
Hyundai,i10 Magna,2014-01-01,355000,Medio
Maruti,Swift VDI,2012-01-01,352000,Medio
Maruti,Swift 1.2 DLX,2014-01-01,351000,Medio
Maruti,Alto 800 VXI,2020-01-01,350000,Medio
Honda,Amaze EX i-Dtech,2013-01-01,350000,Medio
Hyundai,i20 1.4 CRDi Magna,2012-01-01,350000,Medio
Maruti,Ertiga VXI ABS,2013-01-01,350000,Medio
Honda,Brio 1.2 E MT,2017-01-01,350000,Medio
Toyota,Etios GD SP,2013-01-01,350000,Medio
Mercedes-Benz,E-Class 220 CDI,2001-01-01,350000,Medio
Hyundai,EON Era Plus,2018-01-01,350000,Medio
Datsun,RediGO SV 1.0,2019-01-01,350000,Medio
Hyundai,i20 Sportz 1.2,2013-01-01,350000,Medio
Toyota,Etios Cross 1.4L GD,2015-01-01,350000,Medio
Ford,Figo Petrol Titanium,2014-01-01,350000,Medio
Honda,Brio S MT,2015-01-01,350000,Medio
Ford,Ecosport 1.0 Ecoboost Titanium Optional,2013-01-01,350000,Medio
Chevrolet,Cruze LT,2011-01-01,350000,Medio
Hyundai,Xcent 1.2 Kappa SX,2016-01-01,350000,Medio
Ford,Ecosport 1.0 Ecoboost Titanium Optional,2013-01-01,350000,Medio
Chevrolet,Enjoy TCDi LT 8 Seater,2014-01-01,350000,Medio
Maruti,SX4 ZDI,2011-01-01,350000,Medio
Hyundai,Xcent 1.2 CRDi E,2017-01-01,350000,Medio
Maruti,Eeco 7 Seater Standard BSIV,2017-01-01,350000,Medio
Honda,City VX MT,2010-01-01,350000,Medio
Nissan,Sunny XL,2012-01-01,350000,Medio
Honda,City i DTEC E,2014-01-01,350000,Medio
Hyundai,i10 Asta AT,2011-01-01,350000,Medio
Tata,Indica Vista TDI LX,2015-01-01,350000,Medio
Mahindra,Verito 1.5 D4 BSIV,2015-01-01,350000,Medio
Volkswagen,CrossPolo 1.2 MPI,2016-01-01,350000,Medio
Maruti,Eeco 5 Seater AC BSIV,2017-01-01,350000,Medio
Mahindra,Bolero SLX,2011-01-01,350000,Medio
Hyundai,EON Era Plus,2018-01-01,350000,Medio
Mahindra,Scorpio VLS AT 2.2 mHAWK,2010-01-01,350000,Medio
Toyota,Innova 2.5 V Diesel 8-seater,2009-01-01,350000,Medio
Mahindra,Xylo D4 BSIV,2013-01-01,350000,Medio
Honda,City 1.5 V MT,2010-01-01,350000,Medio
Maruti,Wagon R LXI CNG,2016-01-01,350000,Medio
Toyota,Etios VD,2012-01-01,350000,Medio
Maruti,Wagon R Stingray VXI,2013-01-01,350000,Medio
Renault,KWID 1.0 RXT Optional,2016-01-01,350000,Medio
Maruti,Wagon R LX BS IV,2014-01-01,350000,Medio
Toyota,Corolla Altis 1.8 VL AT,2010-01-01,350000,Medio
Maruti,Alto K10 VXI,2016-01-01,350000,Medio
Skoda,Rapid 1.6 MPI Elegance,2012-01-01,350000,Medio
Ford,Fiesta Classic 1.6 Duratec CLXI,2012-01-01,350000,Medio
Tata,New Safari DICOR 2.2 EX 4x2,2012-01-01,350000,Medio
Tata,Tiago 1.2 Revotron XZA,2019-01-01,350000,Medio
Hyundai,Xcent 1.2 CRDi E,2017-01-01,350000,Medio
Datsun,GO Plus T,2017-01-01,350000,Medio
Datsun,GO Plus T Option,2017-01-01,350000,Medio
Maruti,Ritz VDi,2014-01-01,350000,Medio
Toyota,Corolla Altis Diesel D4DG,2011-01-01,350000,Medio
Ford,Ecosport 1.0 Ecoboost Titanium Optional,2013-01-01,350000,Medio
Chevrolet,Sail 1.2 LT ABS,2014-01-01,350000,Medio
Volkswagen,Vento Petrol Highline,2011-01-01,350000,Medio
Renault,KWID Climber 1.0 AMT BSIV,2017-01-01,350000,Medio
Fiat,Linea Dynamic,2013-01-01,350000,Medio
Maruti,Swift ZDi,2012-01-01,350000,Medio
Volkswagen,Jetta 2.0 TDI Comfortline,2011-01-01,350000,Medio
Honda,Accord 2.4 MT,2009-01-01,350000,Medio
Volkswagen,Polo Diesel Trendline 1.2L,2012-01-01,350000,Medio
Maruti,Swift Ldi BSIV,2011-01-01,350000,Medio
Mahindra,Xylo D4,2014-01-01,350000,Medio
Renault,KWID RXT,2017-01-01,350000,Medio
Ford,Figo Petrol EXI,2014-01-01,350000,Medio
Maruti,Swift VDI Optional,2015-01-01,350000,Medio
Toyota,Etios GD SP,2013-01-01,350000,Medio
Fiat,Avventura MULTIJET Emotion,2015-01-01,350000,Medio
Fiat,Linea Classic 1.3 Multijet,2015-01-01,350000,Medio
Hyundai,i20 Asta 1.4 CRDi,2014-01-01,350000,Medio
Honda,Civic 1.8 V MT,2008-01-01,350000,Medio
Volkswagen,Polo Diesel Comfortline 1.2L,2010-01-01,350000,Medio
Mahindra,Scorpio M2DI,2008-01-01,350000,Medio
Tata,New Safari DICOR 2.2 EX 4x2,2010-01-01,350000,Medio
Ford,Figo 1.5D Ambiente ABS MT,2016-01-01,350000,Medio
Renault,KWID 1.0,2017-01-01,350000,Medio
Ford,Endeavour 4x4 XLT,2005-01-01,350000,Medio
Hyundai,Grand i10 1.2 CRDi Magna,2015-01-01,350000,Medio
Hyundai,Santro Era,2019-01-01,350000,Medio
Renault,KWID 1.0 RXT Optional,2017-01-01,350000,Medio
Maruti,Alto K10 VXI,2017-01-01,350000,Medio
Toyota,Corolla Altis 1.8 VL AT,2010-01-01,350000,Medio
Hyundai,Xcent 1.1 CRDi Base,2015-01-01,350000,Medio
Tata,New Safari DICOR 2.2 EX 4x2,2011-01-01,350000,Medio
Mahindra,Xylo D2 Maxx,2014-01-01,350000,Medio
Skoda,Yeti Ambition 4WD,2011-01-01,350000,Medio
Renault,KWID Climber 1.0 AMT BSIV,2017-01-01,350000,Medio
Maruti,Wagon R VXI BS IV,2017-01-01,350000,Medio
Toyota,Etios GD,2011-01-01,350000,Medio
Mahindra,Xylo D2,2011-01-01,350000,Medio
Mahindra,Bolero SLE,2010-01-01,350000,Medio
Maruti,Wagon R VXI BS IV,2017-01-01,350000,Medio
Honda,Brio 1.2 S MT,2016-01-01,350000,Medio
Mahindra,Xylo E4 ABS BS IV,2013-01-01,350000,Medio
Honda,City VX MT,2010-01-01,350000,Medio
Hyundai,Xcent 1.2 Kappa SX,2016-01-01,350000,Medio
Maruti,Alto K10 VXI,2016-01-01,350000,Medio
Chevrolet,Sail 1.2 LT ABS,2014-01-01,350000,Medio
Volkswagen,Polo Diesel Trendline 1.2L,2011-01-01,350000,Medio
Hyundai,i20 Magna Optional 1.4 CRDi,2012-01-01,350000,Medio
Maruti,Alto K10 VXI,2019-01-01,350000,Medio
Maruti,Alto K10 VXI Airbag,2019-01-01,350000,Medio
Hyundai,Grand i10 Sportz,2016-01-01,350000,Medio
Maruti,Celerio ZDi,2015-01-01,350000,Medio
Maruti,Wagon R VXI BS IV,2017-01-01,350000,Medio
Mahindra,KUV 100 mFALCON D75 K8 AW,2016-01-01,350000,Medio
Tata,New Safari DICOR 2.2 EX 4x2,2012-01-01,350000,Medio
Fiat,Linea Dynamic,2013-01-01,350000,Medio
Hyundai,Grand i10 Sportz,2015-01-01,350000,Medio
Chevrolet,Beat Diesel LT,2016-01-01,350000,Medio
Maruti,SX4 ZDI,2011-01-01,350000,Medio
Skoda,Laura L n K 1.9 PD,2006-01-01,350000,Medio
Fiat,Avventura MULTIJET Emotion,2015-01-01,350000,Medio
Toyota,Innova 2.5 G4 Diesel 7-seater,2008-01-01,350000,Medio
Tata,Zest Quadrajet 1.3 75PS XE,2015-01-01,350000,Medio
Renault,KWID Climber 1.0 AMT BSIV,2017-01-01,350000,Medio
Renault,Duster 110PS Diesel RxZ,2012-01-01,350000,Medio
Maruti,Wagon R VXI Optional,2017-01-01,350000,Medio
Maruti,SX4 Zxi BSIII,2008-01-01,350000,Medio
Datsun,GO Plus T,2017-01-01,350000,Medio
Fiat,Punto 1.3 Emotion,2013-01-01,350000,Medio
Maruti,Swift ZXI,2013-01-01,350000,Medio
Maruti,Swift VDI BSIV,2015-01-01,350000,Medio
Honda,Amaze S i-Dtech,2013-01-01,349000,Medio
Mahindra,Quanto C6,2013-01-01,349000,Medio
Mahindra,Scorpio LX BSIV,2012-01-01,349000,Medio
Chevrolet,Cruze LT,2012-01-01,349000,Medio
Maruti,Alto 800 LXI,2020-01-01,347000,Medio
Force,One EX,2014-01-01,346000,Medio
Chevrolet,Cruze LTZ,2011-01-01,345000,Medio
Hyundai,Grand i10 1.2 Kappa Sportz Option,2013-01-01,345000,Medio
Honda,Brio VX,2014-01-01,345000,Medio
Toyota,Etios Liva GD,2012-01-01,345000,Medio
Hyundai,Grand i10 1.2 Kappa Sportz Option,2013-01-01,345000,Medio
Hyundai,i10 Sportz 1.2 AT,2013-01-01,345000,Medio
Hyundai,Grand i10 Asta,2014-01-01,341000,Medio
Maruti,Wagon R VXI BS IV,2014-01-01,340000,Medio
Maruti,Celerio LXI MT BSIV,2019-01-01,340000,Medio
Hyundai,EON Sportz,2016-01-01,340000,Medio
Tata,Bolt Quadrajet XE,2017-01-01,340000,Medio
Hyundai,i20 Magna Optional 1.2,2013-01-01,340000,Medio
Maruti,Celerio LXI MT BSIV,2019-01-01,340000,Medio
Maruti,SX4 VDI,2013-01-01,340000,Medio
Maruti,Celerio LXI MT BSIV,2019-01-01,340000,Medio
Maruti,Celerio VXI,2016-01-01,340000,Medio
Volkswagen,Vento Diesel Style Limited Edition,2013-01-01,340000,Medio
Maruti,Swift Dzire VDI,2013-01-01,340000,Medio
Tata,Tiago XT,2016-01-01,335000,Medio
Maruti,Ritz VDi,2013-01-01,335000,Medio
Honda,Brio Exclusive Edition,2014-01-01,335000,Medio
Maruti,Alto 800 LXI Optional,2019-01-01,335000,Medio
Hyundai,Verna 1.6 SX CRDi (O),2013-01-01,335000,Medio
Hyundai,Xcent 1.2 Kappa Base,2014-01-01,335000,Medio
Volkswagen,Polo Diesel Highline 1.2L,2012-01-01,335000,Medio
Chevrolet,Cruze LTZ,2011-01-01,335000,Medio
Hyundai,i20 1.2 Sportz,2012-01-01,330000,Medio
Maruti,Ritz VDi,2013-01-01,330000,Medio
Hyundai,i20 1.2 Magna,2012-01-01,330000,Medio
Chevrolet,Cruze LTZ,2010-01-01,330000,Medio
Maruti,Wagon R LXI BS IV,2013-01-01,330000,Medio
Honda,Amaze E i-VTEC,2016-01-01,330000,Medio
Volkswagen,Vento New Diesel Highline,2013-01-01,330000,Medio
Hyundai,Verna 1.4 VTVT,2017-01-01,330000,Medio
Volkswagen,Vento New Diesel Highline,2012-01-01,330000,Medio
Mahindra,Xylo E4,2011-01-01,330000,Medio
Hyundai,i10 Sportz 1.2 AT,2013-01-01,330000,Medio
Chevrolet,Enjoy TCDi LS 8 Seater,2014-01-01,330000,Medio
Hyundai,i10 Sportz 1.2 AT,2013-01-01,330000,Medio
Maruti,Eeco Smiles 5 Seater AC,2016-01-01,330000,Medio
Hyundai,i20 1.2 Magna,2012-01-01,330000,Medio
Maruti,Ritz VDi,2012-01-01,325000,Medio
Renault,KWID RXL BSIV,2017-01-01,325000,Medio
Maruti,Eeco 7 Seater Standard BSIV,2014-01-01,325000,Medio
Maruti,Swift VDI,2013-01-01,325000,Medio
Ford,Fiesta Classic 1.4 Duratorq CLXI,2014-01-01,325000,Medio
Chevrolet,Enjoy TCDi LT 7 Seater,2014-01-01,325000,Medio
Hyundai,Grand i10 CRDi Sportz,2015-01-01,325000,Medio
Ford,Fiesta Titanium 1.5 TDCi,2011-01-01,325000,Medio
Maruti,Swift Vdi BSIII,2010-01-01,325000,Medio
Fiat,Grande Punto EVO 1.3 Dynamic,2014-01-01,325000,Medio
Maruti,Swift Dzire LDi,2012-01-01,325000,Medio
Hyundai,Grand i10 Magna,2015-01-01,325000,Medio
Renault,KWID RXL BSIV,2017-01-01,325000,Medio
Hyundai,Verna Transform CRDi VGT SX ABS,2010-01-01,325000,Medio
Renault,KWID 1.0 RXT Optional,2018-01-01,325000,Medio
Hyundai,Verna CRDi SX ABS,2009-01-01,325000,Medio
Volkswagen,Vento Diesel Trendline,2011-01-01,325000,Medio
Chevrolet,Enjoy TCDi LT 7 Seater,2014-01-01,325000,Medio
Honda,Amaze EX i-Dtech,2013-01-01,325000,Medio
Mahindra,Xylo E4 8S,2010-01-01,325000,Medio
Renault,KWID RXL BSIV,2017-01-01,325000,Medio
Ford,Figo Titanium Diesel BSIV,2010-01-01,325000,Medio
Maruti,Eeco Smiles 5 Seater AC,2014-01-01,325000,Medio
Mahindra,Bolero 2011-2019 SLE,2013-01-01,325000,Medio
Maruti,Alto K10 VXI,2017-01-01,325000,Medio
Mahindra,Bolero 2011-2019 SLE,2013-01-01,325000,Medio
Honda,Amaze EX i-Dtech,2013-01-01,325000,Medio
Nissan,Sunny Diesel XV,2013-01-01,325000,Medio
Volkswagen,Vento 1.5 TDI Comfortline AT,2014-01-01,325000,Medio
Honda,Brio 1.2 S MT,2014-01-01,325000,Medio
Hyundai,Grand i10 1.2 Kappa Sportz Dual Tone,2013-01-01,325000,Medio
Hyundai,i20 Magna 1.4 CRDi (Diesel),2013-01-01,325000,Medio
Maruti,Wagon R LXI CNG,2016-01-01,325000,Medio
Mahindra,Scorpio 2.6 Turbo 7 Str,2008-01-01,325000,Medio
Honda,Amaze VX i-DTEC,2013-01-01,325000,Medio
Renault,Pulse RxZ Optional,2012-01-01,325000,Medio
Honda,City S,2012-01-01,325000,Medio
Hyundai,EON Era Plus,2018-01-01,325000,Medio
Maruti,SX4 S Cross DDiS 320 Delta,2015-01-01,325000,Medio
Hyundai,Santro Xing GLS,2013-01-01,324000,Medio
Hyundai,i20 1.4 CRDi Sportz,2011-01-01,321000,Medio
Maruti,Swift VDI BSIV,2010-01-01,320000,Medio
Toyota,Etios Cross 1.2L G,2015-01-01,320000,Medio
Maruti,Ritz VXi,2015-01-01,320000,Medio
Hyundai,EON Era Plus,2016-01-01,320000,Medio
Mahindra,Xylo D4,2010-01-01,320000,Medio
Hyundai,Santro Xing GLS,2014-01-01,320000,Medio
Chevrolet,Beat Diesel LS,2014-01-01,320000,Medio
Mahindra,KUV 100 G80 K2,2018-01-01,320000,Medio
Hyundai,EON Magna Plus,2014-01-01,320000,Medio
Toyota,Innova 2.0 VX 7 Seater,2010-01-01,320000,Medio
Tata,New Safari DICOR 2.2 GX 4x2,2011-01-01,320000,Medio
Hyundai,EON Era Plus,2016-01-01,320000,Medio
Tata,New Safari DICOR 2.2 EX 4x2,2012-01-01,320000,Medio
Maruti,Alto K10 LXI,2017-01-01,320000,Medio
Mahindra,Bolero Power Plus Plus AC BSIV PS,2015-01-01,320000,Medio
Maruti,Wagon R LXI BS IV,2013-01-01,320000,Medio
Hyundai,Grand i10 CRDi Magna,2013-01-01,320000,Medio
Maruti,Wagon R VXI BS IV,2015-01-01,320000,Medio
Honda,Civic 1.8 V MT,2008-01-01,320000,Medio
Tata,Sumo Victa CX 7/9 Str BSII,2012-01-01,320000,Medio
Maruti,Alto K10 VXI,2018-01-01,320000,Medio
Honda,City S,2012-01-01,320000,Medio
Maruti,Alto K10 VXI,2015-01-01,320000,Medio
Maruti,Swift VDI BSIV,2015-01-01,320000,Medio
Maruti,Swift Dzire VDI,2015-01-01,320000,Medio
Maruti,SX4 VDI,2011-01-01,320000,Medio
Renault,Duster 110PS Diesel RxZ,2013-01-01,320000,Medio
Chevrolet,Beat LT,2016-01-01,320000,Medio
Maruti,Alto K10 VXI,2017-01-01,320000,Medio
Hyundai,EON Magna Plus Option,2018-01-01,320000,Medio
Volkswagen,Polo Diesel Highline 1.2L,2013-01-01,320000,Medio
Maruti,Swift VDI,2012-01-01,320000,Medio
Tata,New Safari DICOR 2.2 GX 4x2 BS IV,2012-01-01,320000,Medio
Tata,New Safari DICOR 2.2 GX 4x2 BS IV,2012-01-01,320000,Medio
Hyundai,EON Magna Plus,2014-01-01,320000,Medio
Hyundai,Grand i10 Magna,2015-01-01,320000,Medio
Toyota,Etios Cross 1.2L G,2015-01-01,320000,Medio
Chevrolet,Cruze LTZ,2010-01-01,320000,Medio
Maruti,Alto K10 VXI,2017-01-01,320000,Medio
Honda,Amaze E i-Dtech,2013-01-01,320000,Medio
Honda,Amaze S i-Dtech,2013-01-01,315000,Medio
Maruti,Alto 800 LXI Opt BSIV,2018-01-01,315000,Medio
Maruti,Wagon R VXI,2014-01-01,315000,Medio
Datsun,GO Plus A,2015-01-01,315000,Medio
Hyundai,EON Era Plus Option,2017-01-01,315000,Medio
Mahindra,Bolero DI,2004-01-01,315000,Medio
Hyundai,i20 Sportz 1.4 CRDi,2014-01-01,315000,Medio
Renault,KWID RXT,2017-01-01,315000,Medio
Maruti,Wagon R VXI,2014-01-01,315000,Medio
Hyundai,Verna 1.6 SX CRDi (O),2013-01-01,315000,Medio
Datsun,GO Plus A,2015-01-01,315000,Medio
Hyundai,Verna 1.6 CRDI,2012-01-01,312000,Medio
Mahindra,Bolero SLX,2011-01-01,311000,Medio
Honda,City 1.5 V AT,2011-01-01,311000,Medio
Datsun,GO T Petrol,2015-01-01,310000,Medio
Maruti,Alto 800 LXI,2015-01-01,310000,Medio
Maruti,Swift Vdi BSIII,2010-01-01,310000,Medio
Datsun,GO T Petrol,2015-01-01,310000,Medio
Renault,KWID RXT,2018-01-01,310000,Medio
Honda,City VTEC,2003-01-01,310000,Medio
Honda,City 1.5 S MT,2011-01-01,310000,Medio
Maruti,Alto 800 LXI,2018-01-01,310000,Medio
Maruti,Wagon R CNG LXI,2013-01-01,310000,Medio
Hyundai,i10 Sportz 1.1L,2015-01-01,310000,Medio
Hyundai,i20 Magna 1.4 CRDi (Diesel),2012-01-01,310000,Medio
Maruti,SX4 ZDI,2012-01-01,310000,Medio
Maruti,Alto 800 LXI,2020-01-01,310000,Medio
Hyundai,EON Magna Plus,2018-01-01,310000,Medio
Honda,Amaze S i-Dtech,2013-01-01,310000,Medio
Maruti,SX4 ZXI MT BSIV,2012-01-01,310000,Medio
Toyota,Innova 2.5 G (Diesel) 8 Seater BS IV,2005-01-01,310000,Medio
Maruti,Omni Maruti Omni MPI STD BSIII 5-STR W/ IMMOBILISER,2018-01-01,310000,Medio
Toyota,Camry Hybrid,2006-01-01,310000,Medio
Chevrolet,Beat Diesel LS,2014-01-01,305000,Medio
Maruti,Alto 800 LXI,2018-01-01,305000,Medio
Toyota,Etios VX,2011-01-01,305000,Medio
Volkswagen,Vento 1.0 TSI Highline Plus,2011-01-01,305000,Medio
Renault,Duster 85PS Diesel RxL Plus,2013-01-01,302000,Medio
Maruti,Swift Dzire ZDI,2015-01-01,302000,Medio
Renault,KWID RXT Optional,2016-01-01,300000,Medio
Mahindra,Scorpio 2.6 CRDe SLE,2013-01-01,300000,Medio
Maruti,Ritz LXI,2009-01-01,300000,Medio
Maruti,Wagon R Stingray VXI,2014-01-01,300000,Medio
Mahindra,Scorpio VLS 2.2 mHawk,2008-01-01,300000,Medio
Tata,Manza Club Class Quadrajet90 LX,2013-01-01,300000,Medio
Renault,KWID 1.0 RXT Optional,2017-01-01,300000,Medio
Renault,KWID 1.0 RXL,2018-01-01,300000,Medio
Datsun,GO Plus Remix Limited Edition,2016-01-01,300000,Medio
Maruti,Swift Ldi BSIII,2009-01-01,300000,Medio
Hyundai,i10 Era 1.1 iTech SE,2011-01-01,300000,Medio
Maruti,Wagon R VXI BS IV,2014-01-01,300000,Medio
Mahindra,Xylo E9,2012-01-01,300000,Medio
Maruti,Wagon R AX,2012-01-01,300000,Medio
Mahindra,Bolero SLE,2009-01-01,300000,Medio
Maruti,Wagon R VXI BS IV,2013-01-01,300000,Medio
Maruti,Swift Dzire Tour LDI,2014-01-01,300000,Medio
Maruti,Alto 800 LXI,2016-01-01,300000,Medio
Tata,New Safari DICOR 2.2 EX 4x2,2010-01-01,300000,Medio
Honda,Civic 1.8 (E) MT,2006-01-01,300000,Medio
Maruti,Wagon R Stingray VXI,2014-01-01,300000,Medio
Renault,KWID RXT,2017-01-01,300000,Medio
Renault,KWID 1.0 RXT Optional,2017-01-01,300000,Medio
Hyundai,EON Magna Plus,2018-01-01,300000,Medio
Volkswagen,Vento Petrol Highline AT,2011-01-01,300000,Medio
Renault,KWID RXL,2020-01-01,300000,Medio
Chevrolet,Beat PS,2016-01-01,300000,Medio
Honda,Amaze S i-Dtech,2015-01-01,300000,Medio
Ford,Figo Petrol Titanium,2015-01-01,300000,Medio
Mahindra,Scorpio 2.6 SLX CRDe,2006-01-01,300000,Medio
Mahindra,Bolero DI,2010-01-01,300000,Medio
Renault,KWID RXE,2016-01-01,300000,Medio
Renault,KWID 1.0 RXT Optional,2017-01-01,300000,Medio
Renault,KWID RXT,2016-01-01,300000,Medio
Maruti,Alto 800 LXI,2019-01-01,300000,Medio
Mahindra,Xylo D2,2010-01-01,300000,Medio
Volkswagen,Vento Diesel Highline,2011-01-01,300000,Medio
Hyundai,EON Magna Plus,2018-01-01,300000,Medio
Skoda,Superb 1.8 TFSI MT,2010-01-01,300000,Medio
Hyundai,EON Magna Optional,2015-01-01,300000,Medio
Maruti,Alto K10 VXI,2016-01-01,300000,Medio
Renault,KWID 1.0 RXT Optional,2018-01-01,300000,Medio
Tata,Winger Deluxe - Hi Roof (AC),2011-01-01,300000,Medio
Maruti,Celerio VXI,2014-01-01,300000,Medio
Skoda,Superb 1.8 TFSI MT,2010-01-01,300000,Medio
Maruti,Alto 800 LXI,2018-01-01,300000,Medio
Volkswagen,Vento Diesel Highline,2011-01-01,300000,Medio
